date,state,fips,cases,deaths
2020-02-17,TX,48,2,0
2020-02-18,TX,48,2,0
2020-02-19,TX,48,2,0
2020-02-20,TX,48,2,0
2020-02-21,TX,48,4,0
2020-02-22,TX,48,4,0
2020-02-23,TX,48,4,0
2020-02-24,TX,48,10,0
2020-02-25,TX,48,10,0
2020-02-26,TX,48,10,0
2020-02-27,TX,48,10,0
2020-02-28,TX,48,11,0
2020-02-29,TX,48,11,0
2020-03-01,TX,48,11,0
2020-03-02,TX,48,11,0
2020-03-03,TX,48,11,0
2020-03-04,TX,48,12,0
2020-03-05,TX,48,16,0
2020-03-06,TX,48,19,0
2020-03-07,TX,48,19,0
2020-03-08,TX,48,23,0
2020-03-09,TX,48,24,0
2020-03-10,TX,48,31,0
2020-03-11,TX,48,33,0
2020-03-12,TX,48,41,0
2020-03-13,TX,48,58,0
2020-03-14,TX,48,69,0
2020-03-15,TX,48,80,0
2020-03-16,TX,48,87,1
2020-03-17,TX,48,106,1
2020-03-18,TX,48,166,2
2020-03-19,TX,48,248,4
2020-03-20,TX,48,377,5
2020-03-21,TX,48,547,5
2020-03-22,TX,48,632,7
2020-03-23,TX,48,728,7
2020-03-24,TX,48,857,11
2020-03-25,TX,48,1119,12
2020-03-26,TX,48,1543,21
2020-03-27,TX,48,1942,23
2020-03-28,TX,48,2161,29
2020-03-29,TX,48,2712,35
2020-03-30,TX,48,3043,46
2020-03-31,TX,48,3576,57
2020-04-01,TX,48,4261,63
2020-04-02,TX,48,4880,79
2020-04-03,TX,48,5669,97
2020-04-04,TX,48,6566,124
2020-04-05,TX,48,7094,137
2020-04-06,TX,48,8115,160
2020-04-07,TX,48,8974,178
2020-04-08,TX,48,9900,195
2020-04-09,TX,48,11372,228
2020-04-10,TX,48,12288,247
2020-04-11,TX,48,13206,266
2020-04-12,TX,48,13774,289
2020-02-25,UT,49,1,0
2020-02-26,UT,49,1,0
2020-02-27,UT,49,1,0
2020-02-28,UT,49,1,0
2020-02-29,UT,49,1,0
2020-03-01,UT,49,1,0
2020-03-02,UT,49,1,0
2020-03-03,UT,49,1,0
2020-03-04,UT,49,1,0
2020-03-05,UT,49,1,0
2020-03-06,UT,49,3,0
2020-03-07,UT,49,3,0
2020-03-08,UT,49,3,0
2020-03-09,UT,49,3,0
2020-03-10,UT,49,4,0
2020-03-11,UT,49,5,0
2020-03-12,UT,49,7,0
2020-03-13,UT,49,7,0
2020-03-14,UT,49,21,0
2020-03-15,UT,49,29,0
2020-03-16,UT,49,40,0
2020-03-17,UT,49,51,0
2020-03-18,UT,49,65,0
2020-03-19,UT,49,80,0
2020-03-20,UT,49,112,0
2020-03-21,UT,49,138,0
2020-03-22,UT,49,182,1
2020-03-23,UT,49,257,1
2020-03-24,UT,49,298,1
2020-03-25,UT,49,346,1
2020-03-26,UT,49,402,1
2020-03-27,UT,49,480,2
2020-03-28,UT,49,608,2
2020-03-29,UT,49,719,2
2020-03-30,UT,49,806,4
2020-03-31,UT,49,887,5
2020-04-01,UT,49,1012,7
2020-04-02,UT,49,1074,7
2020-04-03,UT,49,1260,7
2020-04-04,UT,49,1428,8
2020-04-05,UT,49,1605,8
2020-04-06,UT,49,1675,13
2020-04-07,UT,49,1752,13
2020-04-08,UT,49,1875,13
2020-04-09,UT,49,1980,13
2020-04-10,UT,49,2103,17
2020-04-11,UT,49,2206,18
2020-04-12,UT,49,2303,18
2020-03-07,VA,51,1,0
2020-03-08,VA,51,2,0
2020-03-09,VA,51,5,0
2020-03-10,VA,51,8,0
2020-03-11,VA,51,10,0
2020-03-12,VA,51,17,0
2020-03-13,VA,51,30,0
2020-03-14,VA,51,42,1
2020-03-15,VA,51,45,1
2020-03-16,VA,51,51,1
2020-03-17,VA,51,67,2
2020-03-18,VA,51,78,2
2020-03-19,VA,51,94,2
2020-03-20,VA,51,115,2
2020-03-21,VA,51,152,3
2020-03-22,VA,51,219,6
2020-03-23,VA,51,254,6
2020-03-24,VA,51,290,7
2020-03-25,VA,51,391,9
2020-03-26,VA,51,604,14
2020-03-27,VA,51,606,14
2020-03-28,VA,51,740,17
2020-03-29,VA,51,890,22
2020-03-30,VA,51,1021,26
2020-03-31,VA,51,1250,27
2020-04-01,VA,51,1511,34
2020-04-02,VA,51,1706,41
2020-04-03,VA,51,2012,46
2020-04-04,VA,51,2407,52
2020-04-05,VA,51,2637,52
2020-04-06,VA,51,2878,54
2020-04-07,VA,51,3333,69
2020-04-08,VA,51,3645,75
2020-04-09,VA,51,4042,109
2020-04-10,VA,51,4509,121
2020-04-11,VA,51,5077,130
2020-04-12,VA,51,5274,141
2020-03-14,VI,78,1,0
2020-03-15,VI,78,1,0
2020-03-16,VI,78,2,0
2020-03-17,VI,78,2,0
2020-03-18,VI,78,3,0
2020-03-19,VI,78,3,0
2020-03-20,VI,78,6,0
2020-03-21,VI,78,6,0
2020-03-22,VI,78,17,0
2020-03-23,VI,78,17,0
2020-03-24,VI,78,17,0
2020-03-25,VI,78,17,0
2020-03-26,VI,78,17,0
2020-03-27,VI,78,19,0
2020-03-28,VI,78,19,0
2020-03-29,VI,78,23,0
2020-03-30,VI,78,30,0
2020-03-31,VI,78,30,0
2020-04-01,VI,78,30,0
2020-04-02,VI,78,37,0
2020-04-03,VI,78,38,0
2020-04-04,VI,78,42,0
2020-04-05,VI,78,42,0
2020-04-06,VI,78,43,1
2020-04-07,VI,78,45,1
2020-04-08,VI,78,45,1
2020-04-09,VI,78,46,1
2020-04-10,VI,78,46,1
2020-04-11,VI,78,51,1
2020-04-12,VI,78,51,1
2020-03-07,VT,50,1,0
2020-03-08,VT,50,1,0
2020-03-09,VT,50,1,0
2020-03-10,VT,50,1,0
2020-03-11,VT,50,2,0
2020-03-12,VT,50,2,0
2020-03-13,VT,50,2,0
2020-03-14,VT,50,5,0
2020-03-15,VT,50,8,0
2020-03-16,VT,50,12,0
2020-03-17,VT,50,14,0
2020-03-18,VT,50,19,0
2020-03-19,VT,50,22,2
2020-03-20,VT,50,29,2
2020-03-21,VT,50,49,2
2020-03-22,VT,50,52,2
2020-03-23,VT,50,75,2
2020-03-24,VT,50,95,7
2020-03-25,VT,50,123,8
2020-03-26,VT,50,158,9
2020-03-27,VT,50,184,10
2020-03-28,VT,50,211,12
2020-03-29,VT,50,235,12
2020-03-30,VT,50,256,12
2020-03-31,VT,50,293,13
2020-04-01,VT,50,321,16
2020-04-02,VT,50,338,17
2020-04-03,VT,50,389,17
2020-04-04,VT,50,461,20
2020-04-05,VT,50,512,22
2020-04-06,VT,50,543,23
2020-04-07,VT,50,575,23
2020-04-08,VT,50,605,23
2020-04-09,VT,50,628,23
2020-04-10,VT,50,679,24
2020-04-11,VT,50,711,25
2020-04-12,VT,50,727,27
2020-01-21,WA,53,1,0
2020-01-22,WA,53,1,0
2020-01-23,WA,53,1,0
2020-01-24,WA,53,1,0
2020-01-25,WA,53,1,0
2020-01-26,WA,53,1,0
2020-01-27,WA,53,1,0
2020-01-28,WA,53,1,0
2020-01-29,WA,53,1,0
2020-01-30,WA,53,1,0
2020-01-31,WA,53,1,0
2020-02-01,WA,53,1,0
2020-02-02,WA,53,1,0
2020-02-03,WA,53,1,0
2020-02-04,WA,53,1,0
2020-02-05,WA,53,1,0
2020-02-06,WA,53,1,0
2020-02-07,WA,53,1,0
2020-02-08,WA,53,1,0
2020-02-09,WA,53,1,0
2020-02-10,WA,53,1,0
2020-02-11,WA,53,1,0
2020-02-12,WA,53,1,0
2020-02-13,WA,53,1,0
2020-02-14,WA,53,1,0
2020-02-15,WA,53,1,0
2020-02-16,WA,53,1,0
2020-02-17,WA,53,1,0
2020-02-18,WA,53,1,0
2020-02-19,WA,53,1,0
2020-02-20,WA,53,1,0
2020-02-21,WA,53,1,0
2020-02-22,WA,53,1,0
2020-02-23,WA,53,1,0
2020-02-24,WA,53,5,0
2020-02-25,WA,53,5,0
2020-02-26,WA,53,5,0
2020-02-27,WA,53,5,0
2020-02-28,WA,53,7,0
2020-02-29,WA,53,10,1
2020-03-01,WA,53,17,3
2020-03-02,WA,53,23,6
2020-03-03,WA,53,32,10
2020-03-04,WA,53,47,11
2020-03-05,WA,53,75,11
2020-03-06,WA,53,86,12
2020-03-07,WA,53,110,16
2020-03-08,WA,53,141,19
2020-03-09,WA,53,179,22
2020-03-10,WA,53,279,24
2020-03-11,WA,53,338,29
2020-03-12,WA,53,419,32
2020-03-13,WA,53,511,37
2020-03-14,WA,53,609,40
2020-03-15,WA,53,675,42
2020-03-16,WA,53,794,48
2020-03-17,WA,53,908,54
2020-03-18,WA,53,1026,68
2020-03-19,WA,53,1228,75
2020-03-20,WA,53,1404,83
2020-03-21,WA,53,1655,95
2020-03-22,WA,53,1844,97
2020-03-23,WA,53,2101,110
2020-03-24,WA,53,2469,123
2020-03-25,WA,53,2585,130
2020-03-26,WA,53,3208,151
2020-03-27,WA,53,3770,177
2020-03-28,WA,53,4311,191
2020-03-29,WA,53,4896,207
2020-03-30,WA,53,5179,221
2020-03-31,WA,53,5292,226
2020-04-01,WA,53,5588,249
2020-04-02,WA,53,6585,272
2020-04-03,WA,53,6966,293
2020-04-04,WA,53,7498,318
2020-04-05,WA,53,7984,344
2020-04-06,WA,53,8384,383
2020-04-07,WA,53,8682,409
2020-04-08,WA,53,9097,430
2020-04-09,WA,53,9608,456
2020-04-10,WA,53,9887,483
2020-04-11,WA,53,10224,498
2020-04-12,WA,53,10411,511
2020-02-05,WI,55,1,0
2020-02-06,WI,55,1,0
2020-02-07,WI,55,1,0
2020-02-08,WI,55,1,0
2020-02-09,WI,55,1,0
2020-02-10,WI,55,1,0
2020-02-11,WI,55,1,0
2020-02-12,WI,55,1,0
2020-02-13,WI,55,1,0
2020-02-14,WI,55,1,0
2020-02-15,WI,55,1,0
2020-02-16,WI,55,1,0
2020-02-17,WI,55,1,0
2020-02-18,WI,55,1,0
2020-02-19,WI,55,1,0
2020-02-20,WI,55,1,0
2020-02-21,WI,55,1,0
2020-02-22,WI,55,1,0
2020-02-23,WI,55,1,0
2020-02-24,WI,55,1,0
2020-02-25,WI,55,1,0
2020-02-26,WI,55,1,0
2020-02-27,WI,55,1,0
2020-02-28,WI,55,1,0
2020-02-29,WI,55,1,0
2020-03-01,WI,55,1,0
2020-03-02,WI,55,1,0
2020-03-03,WI,55,1,0
2020-03-04,WI,55,1,0
2020-03-05,WI,55,1,0
2020-03-06,WI,55,1,0
2020-03-07,WI,55,1,0
2020-03-08,WI,55,1,0
2020-03-09,WI,55,2,0
2020-03-10,WI,55,3,0
2020-03-11,WI,55,6,0
2020-03-12,WI,55,8,0
2020-03-13,WI,55,19,0
2020-03-14,WI,55,27,0
2020-03-15,WI,55,33,0
2020-03-16,WI,55,47,0
2020-03-17,WI,55,72,0
2020-03-18,WI,55,106,0
2020-03-19,WI,55,155,2
2020-03-20,WI,55,216,3
2020-03-21,WI,55,281,4
2020-03-22,WI,55,382,4
2020-03-23,WI,55,418,5
2020-03-24,WI,55,481,5
2020-03-25,WI,55,623,7
2020-03-26,WI,55,754,10
2020-03-27,WI,55,930,16
2020-03-28,WI,55,1042,17
2020-03-29,WI,55,1120,17
2020-03-30,WI,55,1267,20
2020-03-31,WI,55,1351,25
2020-04-01,WI,55,1550,33
2020-04-02,WI,55,1730,37
2020-04-03,WI,55,1916,49
2020-04-04,WI,55,2112,60
2020-04-05,WI,55,2267,73
2020-04-06,WI,55,2440,83
2020-04-07,WI,55,2578,94
2020-04-08,WI,55,2756,107
2020-04-09,WI,55,2885,116
2020-04-10,WI,55,3068,131
2020-04-11,WI,55,3213,141
2020-04-12,WI,55,3341,145
2020-03-17,WV,54,1,0
2020-03-18,WV,54,2,0
2020-03-19,WV,54,5,0
2020-03-20,WV,54,8,0
2020-03-21,WV,54,12,0
2020-03-22,WV,54,16,0
2020-03-23,WV,54,16,0
2020-03-24,WV,54,39,0
2020-03-25,WV,54,51,0
2020-03-26,WV,54,76,0
2020-03-27,WV,54,96,0
2020-03-28,WV,54,113,0
2020-03-29,WV,54,124,1
2020-03-30,WV,54,145,1
2020-03-31,WV,54,162,1
2020-04-01,WV,54,191,2
2020-04-02,WV,54,217,2
2020-04-03,WV,54,242,2
2020-04-04,WV,54,282,2
2020-04-05,WV,54,324,3
2020-04-06,WV,54,345,4
2020-04-07,WV,54,412,4
2020-04-08,WV,54,483,4
2020-04-09,WV,54,524,5
2020-04-10,WV,54,537,5
2020-04-11,WV,54,593,6
2020-04-12,WV,54,615,8
2020-03-11,WY,56,1,0
2020-03-12,WY,56,1,0
2020-03-13,WY,56,2,0
2020-03-14,WY,56,3,0
2020-03-15,WY,56,3,0
2020-03-16,WY,56,10,0
2020-03-17,WY,56,15,0
2020-03-18,WY,56,17,0
2020-03-19,WY,56,18,0
2020-03-20,WY,56,22,0
2020-03-21,WY,56,24,0
2020-03-22,WY,56,26,0
2020-03-23,WY,56,28,0
2020-03-24,WY,56,37,0
2020-03-25,WY,56,49,0
2020-03-26,WY,56,56,0
2020-03-27,WY,56,73,0
2020-03-28,WY,56,84,0
2020-03-29,WY,56,87,0
2020-03-30,WY,56,95,0
2020-03-31,WY,56,120,0
2020-04-01,WY,56,137,0
2020-04-02,WY,56,153,0
2020-04-03,WY,56,166,0
2020-04-04,WY,56,187,0
2020-04-05,WY,56,200,0
2020-04-06,WY,56,212,0
2020-04-07,WY,56,221,0
2020-04-08,WY,56,230,0
2020-04-09,WY,56,239,0
2020-04-10,WY,56,253,0
2020-04-11,WY,56,261,0
2020-04-12,WY,56,270,0
